id,text,hate_type,hate_severity,to_whom
645551,নির্বাচনের নতুন কৌশল কিভাবে জনগণকে হাত করা যায়,Political Hate,Little to None,Organization
82517,এই নির্বাচনের মাধ্যমে বাংলাদেশে একটা লীগ জন্ম নিলো সেই লীগের নাম হলো বাংলাদেশ আওয়ামী সতন্ত লীগ,Political Hate,Little to None,Organization
871931,এড নাহ দিলে হই নাহ মন থেকে উঠে গেলো চ্যনেলটা তাই আনসাবস্ক্রাই করতে বাধ্য হলাম,Abusive,Little to None,Organization
232903,মানুষ হত্যা করার আগেই আপনি নিরপেক্ষ নির্বাচন আয়োজন করার প্রয়োজন ছিল,Political Hate,Little to None,Individual
403931,ভূল তথ্য কেন দেন ভাই ক্রিমিয়া কখনোই ইউক্রেনের অংশই ছিলনা অবিচ্ছেদ্য বলা দূরের কথা বরং সেটি রাশিয়ার সাথে ছিল যুগ যুগ ধরে১৯৫৪ সালে নিকিতা ক্রুসচেভ ক্ষমতায় এলে সোভিয়েত সৌহার্দ্যের অংশ হিসেবে ইউক্রেনের সাথে ক্রিমিয়াকে জুড়ে দেনআগে যেটি রাশিয়ান ফেড়ারেশনের অংশ ছিলরাশিয়া তার ভূখন্ড ফেরত নিয়েছে এবং প্রত্যক্ষ গণভোটের মাধ্যমেমারিওপোল দখলের মাধ্যমে উত্তর দক্ষিণে সহজভাবে মিলিত হওয়ার পথ পেয়ে গেছে রাশিয়া তাই ক্রার্চ সেতু দিয়ে রশদ সরবরাহের প্রয়োজন পড়েনা,Abusive,Little to None,Individual
873754,এতো টাকা খরচ করে বা ফেলানোর কোন মানে হয় না,Abusive,Little to None,Individual
92082,বাংলাদেশের মানুষ ভালো করে জানে যে এটা একটা সাজানো পাকানো নির্বাচন আমার হিসেবে এমন নির্বাচন করে দেশের গণতন্ত্র হত্যা করে দেশের জনগণের টাকা নষ্ট করে এমন পাতানো নির্বাচন করার কোন প্রয়োজন নেই,Political Hate,Little to None,Organization
916994,বিরক্তিকর এ্যাড বন্ধ করুন,Abusive,Little to None,Society
489004,তাদেরকে জংলি বলে ঘোষণা করা হবে না কারণ তারা তো মুসলমান না মুসলমান হলে আজকে আরো কত রকমের বিভ্রান্তকর খবর ছাড়া তো,Religious Hate,Little to None,Community
166700,আওয়ামীলীগে মানুষ নিরাপদ নয়,Political Hate,Little to None,Organization
903153,সে আজকাল অতিরিক্ত পাগলের মতো কথা বলে,Abusive,Little to None,Individual
727608,আমেরিকা যদি সরাসরি ইউক্রেন পাঠাই তা হলে তার পরিনাম হবে ভয়াবহ তাই যুক্তরাষ্ট্র কে এই সিধান্ত থেকে সরে আসতে হবে নয় তো তৃতীয় বিশ্ব যুদ্ধ অনিভায্য,Political Hate,Little to None,Society
206002,কৌতুক রাজনীতিবিদ যারে কয় তার নাম ওবায়দুল কাদের,Abusive,Little to None,Individual
623202,কখনো প্রশ্ন ফাঁস হওয়ার বিষয়ে কোন পদক্ষেপ নেওয়া হয় না বরং আরো প্রশ্ন ফাঁসের খবর প্রচার করার দ্বায়ে আইনানুগ ব্যবস্থা নেওয়া হবে হুমকি দিলে কি আর এই খবর প্রচার হবে,Abusive,Little to None,Society
271826,নির্বাচন সামনে বেশসা গেছে এখন,Profane,Little to None,Individual
423513,সৌদি আরব অবস্থা খুব খারাপ কাজ কাম দিতে চায় না কোম্পানিগুলো এত লোক গুলো অবৈধ হয়ে যায়,Abusive,Little to None,Society
59611,তোমার বাপেরা ভোট দিবে না,Abusive,Little to None,Individual
450450,হেলমেটলীগ বাহিনী ডাকাতলীগ বাহিনী ছাএলীগ বাহিনী স্বাবাস বাঘের বাচ্চা বাংলাদেশের উন্নতি করার জন্য,Political Hate,Little to None,Organization
368018,ঠিক করেছেকারন আমাদের দেশের মানুষ ভাল কিছু বুঝে না,Abusive,Little to None,Community
393171,পৃথিবীর সকল মুসলিম দেশ থেকে সুইডেনের রাষ্ট্রদূতকে বহিষ্কার করার অনুরোধ জানাচ্ছি সেই সাথে সুইডেনকে কাঠগড়ায় দাড় করানোর অনুরোধ জানাচ্ছি,Political Hate,Little to None,Individual
217673,আওয়ামী লীগ যে পথে জাতীয় পার্টি এই পথে,Political Hate,Little to None,Organization
666330,সে মনে হয় মানসিক রুগি,Abusive,Little to None,Individual
388913,ঘণ্টার চাপ কানাডিয়ান দের দেবেনা বলেছে ভারত কানাডা কি করেছেআপনাদের যে আন্তর্জাতিক রাজনীতি নিয়ে আদেও কোনো ধারণা নেই সেটা অত্যন্ত সুস্পষ্ট,Political Hate,Little to None,Community
186446,নগদের বিজ্ঞাপনের সাউন্ড টা খবরের মান নষ্ট করেছে,Abusive,Little to None,Organization
575641,হায়রে মিছা ফখরুল,Political Hate,Little to None,Individual
604419,বি এন পির সমাবেশে বিএনপি নিজেই বিস্ফোরক গঠনের প্ল্যান করেছে তাই যে করে হোক বাংলাদেশের জনগণের জান ও মালের হেফাজত করার দত্ত প্রশাসনের পচাশন যদি সতর্ক থাকে বিএনপি কখনো বাংলাদেশের জনগণের ক্ষতি করতে পারবে না বিএনপির একটাই উদ্দেশ্য যে বিশ্ববাসীর কাছে কিভাবে আওয়ামী লীগকে সন্ত্রাসী বানানো যায় পায়তারা নিজেদের জনসভায় বোমা বিস্ফোরণ করবে আওয়ামী লীগের নামে সমস্ত দোষ চাপিয়ে দেবে আমাদের নবী করীম সাল্লাল্লাহু আলাই সাল্লাম বলেছেন ওই ব্যক্তি সবচেয়ে বড় জুলুমকারী যে নিজের দোষ অন্যের উপর চাপিয়ে দিল পৃথিবীর মধ্যে ইসরাইল ও বিএমপি সবচেয়ে বড় জুলুমকারি,Political Hate,Little to None,Organization
131132,বিমানতো অনেক আধুনিক তাই পরে গেছে,Abusive,Little to None,Organization
701067,এক একটা প্রকল্প চালু হয় আর বিএনপির মন খারাপ হয় শালারা দেশদ্রোহী,Profane,Little to None,Community
527042,এরা চাঁদে বাঁদরের মত ভেসে ভেসে লাফাচ্ছে কেন,Abusive,Little to None,Society
389166,মুসলিম বিশ্ব চুপ করে বসে আছে কেন,Abusive,Little to None,Society
221502,বিরোধী নেতাকর্মীরা যখন নিজ ঘরেও ঘুমাতে পারছে না তখন রাজধানীতে বিশাল জনসভায় সরকার পতনের ভয়ানক হুমকি ইসি ঘেরাওয়ের কথা বলে কাকরাইল মোড়ে এসে পুলিশের সাথে উষ্ণ করমর্দন মুমিনের হুংকারে যদি জালিমের মসনদ না কাপে উল্টো জালিম নিজেই যদি সেই মুমিনদের প্রশ্রয় দেয় তাহলে বুঝতে হবে নেকড়ের পোশাকের আড়ালে সে আসলে ভেড়া,Abusive,Little to None,Individual
293806,বাংলাদেশ বিমান দুর্নীতিবাজদের আখড়া,Political Hate,Little to None,Organization
924671,আগামী ওয়ার্ড কাপের আগেই দেখবা আবার ভয়ংকর আগ্রায় হয়ে তৈরী উঠবে পুরাতন অভিজ্ঞত সব প্লেয়ার গুলো বিদায় হওয়তে এই অবস্থা,Abusive,Little to None,Community
570340,তেল ঠিক মতোই দিচ্ছো ভালো,Abusive,Little to None,Individual
352498,মূলত ইমরান আমেরিকার এজেন্ট ইমরান সম্পর্কে আমাদের বাঙ্গালীদের ধারণা নাই দেখেই আমরা তাকে হিরো মনে করি আসলে সেই আমেরিকার এজেন্ট সে ভোটের মাধ্যমে ক্ষমতায় আসে নাই হাতে তসবি নিয়ে করে আরেক ভন্ডামি সেই মূলত পাকিস্তান আলেমওলামাদের বিপক্ষে শক্তি,Political Hate,Little to None,Individual
730017,জমছেনাএই বেটিরের ডিলিট করে দেয়া হোকওমোরিনা কে দরকার,Abusive,Little to None,Individual
849362,জিয়া ছিল একজন ঠান্ডা মাথার নিষ্ঠুর খুনীএ ধরনের খুনীকে ভয় পাওয়াই স্বাভাবিক,Abusive,Little to None,Individual
638983,আমেরিকায় বাংলার জনগণ তোমরাকি জান আমরা দেশে ওনার জন্য কতো কষ্টে আছি এ বাংলায় একজন জনগণ নাই তোমাদের মতো হাৎতালি দিবে,Abusive,Little to None,Society
722237,পৃথিবীর মান চিএ থেকে ইসরাইল কে চিড় তরে মূছে ফেলা উচিৎ,Abusive,Little to None,Society
84890,মাগুরা বাসি এবার ঠেলা সামলাও,Abusive,Little to None,Society
204200,আমেরিকা ইউ তোদেরকে ক্ষমতায় বসানোর স্বপ্ন দেখিয়েছিল,Political Hate,Little to None,Community
14541,হে মুসলিম জাতি তোমরা মনে রেখ তোমরা নিজেদের মধ্য সংঘাতে জড়িও নাআর যদিও হয় তা মিটে এক হওনিজেদের মধ্য সংঘাত তো তারাই ঘটায় যারা গাফেল বিধর্ম জাতি ইহুদি ও খ্রিস্টানেরা,Religious Hate,Little to None,Community
126708,ঘুষ ছাড়া লোন হয় আতার্য্য ব্যাপার,Abusive,Little to None,Individual
478490,ভালো কিন্তূ এদেরকে কি জনগণের সেবায় নিয়োজিত করা হবে নাকি আওমীলীগের সেবায়,Political Hate,Little to None,Organization
861575,আর্জেন্টিনায় চলে না জামাল ভূঁইয়ার মতো তারকা,Abusive,Little to None,Individual
613327,আসামী ছেড়ে দিয়ে পুরস্কার ঘোষণা বাঃ কি খেলারে বাবা হাসি পায় অবাকও লাগে এ যে কোন নাটক আল্লাহই ভালো জানেন,Political Hate,Little to None,Organization
323372,এ ভাই এদের বাবামা মরলেও মনে হয় এরা কাদবে না,Abusive,Little to None,Community
273129,অনেকেই বলে যে আওয়ামী লীগ অনেক দুর্নীতি করছে তাদের সরকার আমলে সেটা আমি ও মানছি কিন্তু তারা অনেক কিছু করেছেও যে তারা বলতে পারবে এবং এটা স্বয়ং বিএনপি ও মানতে বাধ্য অন্য দিকে বিএনপি শুধু দুর্নীতি করেছি কিছু করে দিতে পারে নাই ১৯৯০ সালে পর থেকে বলার মতো কি করেছে বিএনপি সেটা জানার ইচ্ছে ছিল,Political Hate,Little to None,Organization
63931,সময় টিভিকে কেউ সমথর্ন কইরেনা,Abusive,Little to None,Organization
71251,আন্দোলনের ঘোষণা দিয়ে যখন ওনারা পালিয়েছিল তখনই ওনাদের আন্দোলন ভেস্তে গেছে,Political Hate,Little to None,Society
728409,বাংলাদেশের সামরিক বাহিনীর দূর্বলতা নিয়ে একটা আলোচনা করেন ওমর ইনান ভাই,Abusive,Little to None,Organization
653120,১৫ ই আগস্ট আপনাদের আওয়ামী লীগের পিতার মৃত্যুদিবস হলে কি আর কেউ জন্মনিবেনা উদ্ভট কথা আপনারাই পারেন বটে,Political Hate,Little to None,Community
226795,ঐক্যজোট লিখতে যেকয়টা বর্ণলাগে একয়টা লোক আছে তোদের,Political Hate,Little to None,Organization
644770,ও দেহায় দেহি গ্রামের খেতের মত,Abusive,Little to None,Individual
389250,আল্লাহ আমাদের সবাইকে জালিমের হাত থেকে বাঁচান আমিন৷৷৷৷৷,Abusive,Little to None,Community
730769,চীন আর রাশিয়ার সমর্থন আর সহযোগিতার জন্য উত্তর কোরিয়া টিকে আছে না হলে আমেরিকা কবেই ধ্বংস করে দিতো,Abusive,Little to None,Organization
145268,প্রাক্তন ছাত্র হিসেবে তীব্র নিন্দা জানাই,Abusive,Little to None,Individual
181128,বাংলাদেশের বড় বড় নেতা জনগণকে কখনো ভালোবাসে নাই বাসবেও না,Political Hate,Little to None,Community
312461,লঙ্কা সিন্ডিকেট থেকে দলকে বাঁচান,Abusive,Little to None,Organization
113015,এই সাকিব গংরা বুঝে নিয়েছে যে নৌকার নমিনেশন পেলেই ভোট ছাড়াই পাশ হওয়া যাবে জনগণের ভোট দরকার নাই এজন্যই বেঙের মতো লাফালাফি করতেছে এরা,Abusive,Little to None,Individual
242300,প পশ্চিমাদের বিশ্বাসকরা নিজের জন্য গতখোড়া,Political Hate,Little to None,Organization
645669,ভারত নিজের সার্থ ছারা কিছুই বুঝেনা,Abusive,Little to None,Society
229600,সবই লোক দেখানো সামনে ভোট ন,Political Hate,Little to None,Organization
648017,এটাকেই বলে জতা মেরে গরু দান,Abusive,Little to None,Individual
597550,আরে ভাই এই করে কি লাভ আসলে জাতীয় নির্বাচনে তো সুভংকরের ফাঁকি হবে,Political Hate,Little to None,Organization
373417,হসপিটালের হামলার করছে যুক্তরাষ্ট্র যুক্তরাজ্য ইজরায়েল,Political Hate,Little to None,Community
843171,হাস্যকরনিজ দেশের খবর জানালে দেশের ভাবমূর্তি নষ্টের অভিযোগ উঠবে,Abusive,Little to None,Society
449888,এরা জান্নাত অথবা জাহান্নাম যেকোনো একটাতে যাবেই তাই বলে বাংগালিরর মাথার ব্যাধি,Abusive,Little to None,Community
132949,পাঁচ পারছেন দিচ্ছে না তো মিথ্যা খবর প্রচার করার দরকার কি,Abusive,Little to None,Organization
414299,তোরা বিভিন্ন দেশে ধ্বংস করোস আর আল্লাহ,Abusive,Little to None,Society
411219,আমাগো ছিঙ্গাপুরের কি খবর,Abusive,Little to None,Society
223449,নিষ্কান চৌধুরীর এখন কি হবে যদি দায়িত্ব কাজী জাফরউল্লার হাতে থাকে,Abusive,Little to None,Individual
670462,ইয়াকিন বাহিনি জদি থাকে আপনারা কেনো এটি গুড়িয়ে দিচ্ছে না বাহ আজকে জদি বি এন পি হলে তো বাস আর কুনো কথায় নাই,Political Hate,Little to None,Society
869288,রায়ের ভিডিও তাড়াতাড়ি আপলোড করো না হলে কিন্তু খবর আছে,Abusive,Little to None,Organization
254022,যা বানানোর তা তো বানাই ফেলছেন ভাইজান এখন পালানোর রাস্তা খুজতেছেন,Abusive,Little to None,Individual
745176,আপনি ভুলবাল তথ্য দিচ্ছেন কেন থমাস মুলার কেমনে ২০১৮ বিশ্বকাপ জয়ী হলো,Abusive,Little to None,Individual
249699,কয়লা কিনতে পারে না আবার ইউরেনিয়াম কিনে চুল্লি চালাবে,Abusive,Little to None,Organization
211066,হাসিনার নামে যে মিগ২৯ ক্রয়ে দুর্নীতির মামালা ছিল সেটা আবার জিন্দা করে বিচার করা হবে,Abusive,Little to None,Individual
733277,অন্য জায়গার সব মুসলমানদেরকে মেরে ফেলে দিচ্ছে কিন্তু চীনরা তো এভাবে মারছে না এবং চীনের মুসলমানের জন্য আমেরিকার জান ফেটে যাচ্ছে আর ওইদিকে ফিলিস্তিনদের কে তারা যেভাবে মারছে এবং যেভাবে নির্যাতন করছে এমনকি তাদেরকে পানি পর্যন্ত দেওয়া হচ্ছে না এটার ব্যাপারে তাদের তো কোন মাথা ব্যাথা নাই,Religious Hate,Little to None,Society
275891,সময় টিভি একদল একদলীয় কাজ কাম,Abusive,Little to None,Organization
48741,জেগেছে রাজউক এবার রক্ষা নেই,Abusive,Little to None,Organization
181154,হাচিনার ওদিনে ভোট চাইনা হাচিনা জনগনের ভোট চুর হাচিনা আর তথবদনের সরকারের ওদিনে ভোট চাই হাচিনা জনগনের ভোট চুর,Abusive,Little to None,Individual
784170,পররাষ্ট্রমন্ত্রী মন্ত্রী সাহেব আপনি পদত্যাগ করলে মনুষ স্বস্তি পেতো,Abusive,Little to None,Individual
175673,সময় টিভি লাইভ ক্যামেরায় সমস্যা,Abusive,Little to None,Organization
160540,বিচার কি হবে এই দেশে,Abusive,Little to None,Society
284511,আমেরিকা ভয় পাইছে বাংলাদেশের নিরনির্বাচনকে,Abusive,Little to None,Society
78827,ফখরুলের মুক্তিহয়লে তো আওয়ামী লীগের মুক্তি হবে না,Political Hate,Little to None,Individual
244982,এমন ফালতু হেডলাইন দিয়ে কনটেইন দেয়া মোটেই যুক্তিগ্রাহ্য নয় কেননা কখনো কোন রেলব্রীজে পাথর ঢালা হয়না এবং সেটা সম্ভব নয় সেক্ষেত্র পাথর বিহীন রেল ব্রিজ নির্মাণ করার কি মাহাত্ম প্রকাশ করে,Abusive,Little to None,Organization
438896,খবরের মাঝপথে বিজ্ঞাপন দিয়ে তোরা ভিক্ষা শুরু করলি,Abusive,Little to None,Society
163305,এমন একটি দেশে জম্ম হইছে জে দেশে মানুষের চেয়ে শয়তান বেসিকুন টা সত্য কুনটা মিথ্যা কনফিউচ হইয়া জাই,Abusive,Little to None,Society
21173,কাফেররা কাফেরের ভাই এইগুলা মুনাফিক মুসলিমরা বোঝেনা এজন্যই মুসলিমদের এত কষ্ট,Religious Hate,Little to None,Community
750318,নিজের চরকাই তেল দেন,Abusive,Little to None,Individual
827488,রাশিয়াইউক্রেন ইস্যুতে নিরপেক্ষ অবস্থান ও চীন ইস্যুতে মার্কিন যুক্তরাষ্ট্র ও পশ্চিমাদের রোষানলে পড়েই তার বিরুদ্ধে এমন পরিস্থিতি তৈরি করেছে দালাল প্রতিপক্ষ গুলো তবে ইমরান খান পাকিস্তানের সামরিক খাতকে মজবুত করেছেন এবং একযোগ যাবত পাকিস্তানের সব ধরনের আন্তর্জাতিক ক্রিকেট বন্ধ থাকার পর ইমরান খান সরকার জোর তৎপরতা চালিয়ে নিজ দেশের সব ধরনের খেলার ইভেন্টকে ফিরিয়ে এনেছেন এছাড়াও পূর্ববর্তী শাসকদের যুদ্ধবাজ মার্কিন সাম্রাজ্যবাদ ও পশ্চিমাদের গোলামীর জিঞ্জির থেকে পাকিস্তানকে বের করে এনেছেন তিনি যেমন মার্কিন যুক্তরাষ্ট্র আগের সরকারগুলোর সময় পাকিস্তানের সামরিক ঘাঁটি গেড়ে সেখান থেকে পাকিস্তান ও আফগানিস্তানে ড্রোন হামলা চালিয়ে অসংখ্য নিরীহ মুসলমানদেরকে নির্মমভাবে হত্যা করেছে যেটা ইমরান খান করতে দেননি,Political Hate,Little to None,Society
240365,২০০১ থেকে ২০০৬ সালে কি করছিলেন মনে নাই সালে ২১ মনে নাই ২০০১ থেকে ২০০৬সাল পর্যন্ত ২২ হাজার নেতা করমী কে হ্যাত করছেন আপনার,Political Hate,Little to None,Organization
176920,তোগো নাটক আর ভালো লাগেনা,Abusive,Little to None,Community
290727,যারা বিদেশে বাড়ি করবে তাদের এদেশে ঢুকতে দেওয়া যাবে না এটি একটি আইন করুন সব ঠিক হয়ে যাবে,Abusive,Little to None,Community
736523,ইউরোপের অর্থনৈতিক ধংস হয়ে যাবে ইউরোপ ভিক্ষা করবে সেই সময় আসতেছে এখনো সময় আছে পুতিনের নিষেধাগগা তুলে নিয়ে মাফ চাওয়া উচিত,Abusive,Little to None,Society
570977,আজ আওয়ামী লীগের নেতার মুখে এত নরম আর মিষ্টি কথা শুনে আমার খুব কান্না পাচ্ছে,Political Hate,Little to None,Organization
490487,বিদেশ থেকে কয়লা না এনে বাংলাদেশে কয়লার গাছ লাগাইলে ভালো হতো আর বিদেশ থেকে আনা লাগত না বাংলাদেশের কয়লা দিয়ে বিদ্যুৎ চালাইতে পারতো এটা করা উচিত,Political Hate,Little to None,Society
188125,নো তাকে এন্ডেকশন দিয়ে মারা হয়েছে,Abusive,Little to None,Individual
775117,এই অবস্থার জন্য একমাত্র দায়ী আমেরিকা,Political Hate,Little to None,Society
384921,গণতন্ত্রহীন দেশ হলে এমন হয় অপশক্তির ক্ষমতা বৃদ্ধি পায় নিরীহ মানুষ গোলামির জিঞ্জিরে আবদ্ধ আবদ্ধ হয়ে যায় কিছু সন্ত্রাসী মস্তান দেখাতে তারাই তো সরকারের ক্ষমতায় আনার মেইন কারিগর তাই তাদের কেউ কিছু করার ক্ষমতা থাকে না সমস্ত রাষ্ট্রদন্ত যন্ত্র তাদেরকে সহায়তা করে,Political Hate,Little to None,Society
114234,ষ্ট্রাইকিং ফোর্স হিসাবে কোন লাভ নেই নির্বাচন ক্ষমতা দিয়ে সেনাবাহিনী ভোটের মাঠে ও কেন্দ্রে থাকতে হবে পুলিশ প্রশাসন কে ভোটের কাজে নিয়োজিত না করাই ভালো,Political Hate,Little to None,Organization
352730,৩ মিনিটের একটা নিউজের ভিতর এতো বিগ্গাপন খবর দেখা যাচ্ছে না আর,Abusive,Little to None,Organization
788699,বুঝে আসেনা পুরো ইউরোপ জুড়ে একসাথে মারার চেষ্টা করছে আর রাশিয়া কি তেল গ্যাস দিয়ে নিজের গলা কাটবে নাকি,Political Hate,Little to None,Society
293994,আপনাদের চ্যানেল ও তো প্রশ্নবিদ্ধ,Abusive,Little to None,Organization
118258,আমরা আমেরিকা কে জয় বাংলা শুনিয়ে দেব এটা পাকিস্তান না যে নিমিশেই ক্ষমতা পাল্টানো যাবে,Abusive,Little to None,Society
715870,টনক এখনো কেন নড়ে না এসব গজব,Abusive,Little to None,Individual
549078,বিএনপি এর মতো একটা দেশপ্রেমিক দল আছে বলে বাংলাদেশ আজও টিকে আছে তা নাহলে আওয়ামী লীগ অনেক আগেই দেশটা বিক্রি করে দিত,Political Hate,Little to None,Organization
439,ফাঁকে ফাঁকে ইংরেজি মিলাইয়া কথা বলার কারণে সব কথা ওনাদের বুঝতে পারলাম না,Abusive,Little to None,Community
89049,সময় চ্যালেনকে বয়কট করুন,Abusive,Little to None,Organization
503876,এই মহিলা ভহাইরাল হবে,Abusive,Little to None,Individual
55224,দেশ টারে নাটক সিনেমা বানায় ফেলছে,Abusive,Little to None,Society
431238,চীনের কথা শুনার সময় আছে যুক্তরাষ্ট বস,Political Hate,Little to None,Society
150025,এরা শুধু টাকা নেয় কেতার কোনো মুল্য নাই,Abusive,Little to None,Community
792747,ওই বেডা সরকারের দালালি ছাড়,Abusive,Little to None,Individual
232463,চুন্নু একে বারে মিথ্যে বলেনি বিচার রক এখন টাকার কাছে বিক্রিযে দিন থেকে আইন জীবি ও বিচারক গন রাজনৈতিক দলের সঙ্গে যুক্ত হয়েছে সে দিন থেকে সাধারণ জনগণ বিচার থেকে বঞ্চিত হচ্ছে,Abusive,Little to None,Community
203677,নেতাদের কথা শুনে লজ্জা লজ্জিত হয় কিন্তু নেতারা লজ্জা পান না,Abusive,Little to None,Community
694836,এরোকম অনেক আগে থেকে ঘটছে কনো বিচার হয় না তদন্তে কিছু হবে না,Abusive,Little to None,Society
1982,চন্নু সাহেব লাভাতেল বাজি সরকারের তেল মারার পেছনে আপনাদের হাত আছেএখন এসে এসব ছোট খাটো নীতি দেখিয়ে কোন লাভ নাইযা করার আপনারা সরকারকে তা করিয়ে দিয়েছেন,Political Hate,Little to None,Individual
249588,বিদেশিদের পা কারা চেটে বেড়াচ্ছে সেটা জনগণ জানেভারতে গিয়ে তার প্রমান,Abusive,Little to None,Community
618553,রিনতো নয় গরিবদের উপর পাসানো হবে,Abusive,Little to None,Organization
485136,বান্দরবানের সব উপজাতিদের সব ধারনের সুবিধা বন্ধ করতে হবে,Abusive,Little to None,Community
551254,হায়রে সংসদ কত নিছে নামিয়েছ,Abusive,Little to None,Organization
753787,আমেরিকা তুরস্কে যুদ্ধ বিমান না দিলে তুরস্কের হাতে আরো অনেক অপশন আছে সুতরাং যুদ্ধ বিমান না দিয়ে আমেরিকা নিজেদের থেকে তুরস্ককে বিচ্ছিন্ন হতে বাধ্য করছে এভাবে তুরস্ক আর আমেরিকার দূরত্ব বৃদ্ধি মানে ন্যাটোতে ফাটল ধরার ইঙ্গিত,Political Hate,Little to None,Society
237607,বিএনপির দিন শেষ,Political Hate,Little to None,Organization
547521,হয় হয় আওয়ামীলীগ আর সময় টিভি ছাড়া দেশের উন্নয়ন করবে কে,Political Hate,Little to None,Organization
261997,দালাল টিভির গুলোর উপর নিষেধাজ্ঞা দেওয়া উচিত,Abusive,Little to None,Organization
796064,পাকিস্তান তো হেল্প চাইতেও পারতাছে কিন্তু অাল্লাহ না করুক বাংলাদেশ যদি পাকিস্তান এর মত হয় হেল্প তো দূরে থাক কথাও বলতে পারবে না,Political Hate,Little to None,Society
937684,মাহামুদুল্লাহ কে কেপ্টিন থেকে জদি বাদ না দেয় তাহলে আইক্কা আলা বাস খাবে বাংলাদেশআস্ট্রলিয়া একটা ম্যাচ ও জিততে পারবেনা বাংলাদেশআমি বলেদিলামমাহামুদুল্লাহর মতো ছাগল কেপ্টিন আমি ক্রিকেট জগোতে দেখিনাই,Abusive,Little to None,Individual
352039,আল্লাহর কাছে একটাই চাওয়া মুদি যেন আর জয়ী হতে না পারে,Religious Hate,Little to None,Individual
63866,বি এম পির সব নেতা সালারা মফিস,Profane,Little to None,Community
39822,বিজয়ের এই মাসে স্বাধীনতা বিরোধী রাজাকার ও জঙ্গীদের দোসর দেশ ও গণবিরোধী চুতিয়াতাবাদী প্রতিহত করুন,Profane,Little to None,Individual
838299,এর মতো এতো কম দামের ব নিম্নমানের নায়িকা বলিউড আর গ্রহণ করেনি,Abusive,Little to None,Individual
773243,পুতিন শীত পর্যন্ত ঈুর বেড়াল খেলা খেলবে শীতে মৌসুমে ইউক্রেন জুড়ে দুর্ভিক্ষ মহামারি দেখাযাবে খাদ্য সরবরাহ ও খাদ্যসঙ্কটে তৈরি হবে দিনশেষে ইউক্রেন জনশূন্য হবে এবং রাশিয়ার বিজয় অর্জন করবে,Political Hate,Little to None,Individual
839039,এগুলা হইলো পাঠানের পাঠা ভক্ত,Abusive,Little to None,Community
536219,আজকে যারা বিচারবিশ্লেষণ করছে তাদের বিচার করার কোন যোগ্যতাই নেই অথচ তারা সমাজে কি সুন্দর ভাবে চলাফেরা করছে,Abusive,Little to None,Community
561947,কোনো লাভ হবে না বিদেশিদের কাছে হাত পেতে,Political Hate,Little to None,Organization
630739,সব কিছুতেই যদি প্রধান মন্ত্রীকে বলে দিতে হয় তাহলে বিভিন্ন ধরনের মন্ত্রী থাকার কি প্রয়োজন নিজের কাজ নিজেরা কেনো করতে পারেন না,Abusive,Little to None,Community
191879,মিথ্যুকের দল করো,Political Hate,Little to None,Organization
715669,বিদিশার নতুন যৌবন আসছে এখনো সেই পোশাক পরে,Sexism,Little to None,Individual
590133,বিজয়ের চুরির কি যেনো একটা কাহিনী ছিল,Abusive,Little to None,Individual
318536,আমাদের সকলের অনুরোধ হলো কোন মুসলিম পরিবারে সন্তানটিকে দিবেন কোন বির্ধমী পরিবারে দিবেন না প্লিজ,Religious Hate,Little to None,Society
86960,কার এগেনিস্টে ২০ হাজার ভোটে এগিয়ে সেই লোকটাকে খুঁজে পাইনা সকলের জানা উচিত ম্যাশের জনপ্রিয়তা নড়াইলের বাহিরে নড়াইলে না সব মিডিয়ার ভাঁওতাবাজি আমাদের এলাকাজুড়ে যে কয়জন ভোট দিয়েছে তারা জন প্রতি ২০০ করে ভোট দিয়েছে,Abusive,Little to None,Organization
827165,বালের বিশ্লেষণ এক কথা বার বার বলেঅযথা সময় নষ্ট করা,Profane,Little to None,Individual
824858,পাকিস্তান একটি অভিশপ্ত দেশ যেখানে কেউ পুর্ণ মেয়াদ পর্যন্ত শাসন করতে পারে না,Abusive,Little to None,Society
784928,মিথ্যা বলা হয়েছে শেখ মুজিবর এর আদর্শ,Abusive,Little to None,Individual
307641,সাকিব আল হাসান ইনজুরি হিসেবে থাকে দল থেকে বের করে দেওয়ার উচিত,Abusive,Little to None,Individual
920286,জুতাদি পিডাইলেও তোর মান সম্মান যাবেনা তোর মান সম্মান অনেক শক্ত,Abusive,Little to None,Individual
591590,এতকিছু যদি ভর্তুকি দিতে হয় তাহলে দেশের খনির সম্পদগুলা কোথায় গেলো,Political Hate,Little to None,Society
40248,কাফের হলে এমন কাজ করে,Abusive,Little to None,Community
115294,হাসিনা তুই খমতা ছেরে নির্বাচন কর এটা তর বাপের দেশ না,Political Hate,Little to None,Individual
12021,ওরা ধ্বংসের দারপ্রান্তে,Abusive,Little to None,Community
445682,নিউজের ভিতরেও বিজ্ঞাপন আসে এরচেয়ে দুঃখজনক আর কিছুনেই,Abusive,Little to None,Organization
58866,সিনেমার ভিলেন বাস্তবেও ভিলেনরূপে,Abusive,Little to None,Individual
485735,এত এড দিলে তোমাদের সময় সংবাদ এবং ইউটিউব দেখা বন্ধ করে দেব,Abusive,Little to None,Organization
